pre_advance_release  Rolling Bridge-DFM Ensemble            45  3.722            1.597 2.039      1.004         18.584          4.115  0.830              93.3%                     0.888889            4.4%             86.7%                   6.057                  4.395             13.741     0.0%                    1.000                 82.2%                    4.852972             0.351           0.738227           0.937429                 True
pre_advance_release Robust Stage-Adaptive Policy            45  4.376            1.588 2.147      0.990         23.185          4.011  0.956              93.3%                     0.888889            4.4%             84.4%                   6.052                  4.462             15.137    10.0%                    1.000                 80.0%                    4.904860             0.577           0.712161           0.922546                 True
pre_advance_release                 Bridge Ridge            45  4.402            1.508 2.186      1.034         23.185          3.371  0.879              93.3%                     0.888889            4.4%             86.7%                   5.687                  4.205             15.034    21.1%                    1.000                 80.0%                    4.607676             0.351           0.738227           0.937429                 True
pre_advance_release                        AR(1)            45 10.697            2.092 3.887      1.154         56.933          6.136 -1.378              86.7%                     0.888889           -2.2%             86.7%                   8.242                  5.733             32.524    40.0%                    1.000                 91.1%                    8.731459             0.351           0.738227           0.937429                 True

Stable Stage Policy components
     forecast_stage          selected_component  forecasts
      after_month_1        Dynamic Factor Model         45
      after_month_2         Bridge-DFM Ensemble         45
      early_quarter        Dynamic Factor Model         45
pre_advance_release        Dynamic Factor Model         45
        quarter_end Rolling Bridge-DFM Ensemble         45

Robust Stage-Adaptive Policy selections
     forecast_stage          selected_component  forecasts
      after_month_1        Dynamic Factor Model         45
      after_month_2         Bridge-DFM Ensemble         45
      early_quarter        Dynamic Factor Model         45
pre_advance_release                Bridge Ridge          6
pre_advance_release         Bridge-DFM Ensemble          3
pre_advance_release        Dynamic Factor Model         36
        quarter_end                Bridge Ridge         20
        quarter_end        Dynamic Factor Model          3
        quarter_end Rolling Bridge-DFM Ensemble         22

Robust selector stability
     forecast_stage  forecasts  switches  average_duration  minimum_duration
      early_quarter         45         0              45.0                45
      after_month_1         45         0              45.0                45
      after_month_2         45         0              45.0                45
        quarter_end         45         2              15.0                 3
pre_advance_release         45         4               9.0                 1

Pending outcomes
  2026Q2: No initial-release date is stored for GDPC1 2026Q2.
  2026Q3: No initial-release date is stored for GDPC1 2026Q3.
